post_id,city_name,post_status,_wp_page_template,post_category,post_title,ewg_utility_name,ewg_description,ewg_people,ewg_source,ewg_exceed_number,ewg_total_number,ewg_date,ewg_data_source,ewg_exceed,ewg_other
,Wheat Ridge,publish,usacitypage.php,"North America,United States of America,Colorado",Is Wheat Ridge Tap Water Safe to Drink?,Wheat Ridge Water District,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Colorado Department of Public Health & Environment%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,24000,https://www.ewg.org/tapwater/system.php?pws=CO0130842,8,31,2012-2017,Purchased surface water,"Arsenic*,Bromodichloromethane*,Chloroform*,Dibromochloromethane*,Dichloroacetic acid*,Radium%2C combined (-226 & -228)*,Total trihalomethanes (TTHMs)*,Trichloroacetic acid*,,,,,,,,,,,,","2%2C4-D*,4-Androstene-3%2C17-dione*,Antimony*,Barium*,Beryllium*,Bromoform*,Cadmium*,Chlorodifluoromethane*,Chromium (hexavalent)*,Chromium (total)*,Dibromoacetic acid*,Fluoride*,Haloacetic acids (HAA5)*,Molybdenum*,Monobromoacetic acid*,Monochloroacetic acid*,Nitrate*,Nitrate and nitrite*,Selenium*,Strontium*,Thallium*,Uranium*,Vanadium*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Wheatfield,publish,usacitypage.php,"North America,United States of America,New York",Is Wheatfield Tap Water Safe to Drink?,Niagara County Water District,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the New York Department of Health - Bureau of Public Water Supply Protection%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,151008,https://www.ewg.org/tapwater/system.php?pws=NY3100567,1,4,2012-2017,Surface water,"Radium%2C combined (-226 & -228),,,,,,,,,,,,,,,,,,,","Barium,Fluoride,Uranium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
7170,Wheaton,publish,usacitypage.php,"North America,United States of America,Illinois",Is Wheaton Tap Water Safe to Drink?,Wheaton,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Illinois Environmental Protection Agency%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,55416,https://www.ewg.org/tapwater/system.php?pws=IL0431050,7,15,2012-2017,Purchased surface water,"Bromodichloromethane,Chloroform,Chromium (hexavalent),Dibromochloromethane,Dichloroacetic acid,Total trihalomethanes (TTHMs),Trichloroacetic acid,,,,,,,,,,,,,","4-Androstene-3%2C17-dione,Dibromoacetic acid,Haloacetic acids (HAA5),Molybdenum,Monobromoacetic acid,Strontium,Testosterone,Vanadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Wheeling,publish,usacitypage.php,"North America,United States of America,Illinois",Is Wheeling Tap Water Safe to Drink?,Wheeling,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Illinois Environmental Protection Agency%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,36944,https://www.ewg.org/tapwater/system.php?pws=IL0314970,7,16,2012-2017,Purchased surface water,"Bromodichloromethane,Chloroform,Chromium (hexavalent),Dibromochloromethane,Dichloroacetic acid,Total trihalomethanes (TTHMs),Trichloroacetic acid,,,,,,,,,,,,,","Bromoform,Chlorate,Chromium (total),Dibromoacetic acid,Haloacetic acids (HAA5),Molybdenum,Monobromoacetic acid*,Strontium,Vanadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
7171,Wheeling,publish,usacitypage.php,"North America,United States of America,West Virginia",Is Wheeling Tap Water Safe to Drink?,City of Wheeling,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Office of Environmental Health Services%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,29899,https://www.ewg.org/tapwater/system.php?pws=WV3303516,11,21,2012-2017,Surface water,"Bromodichloromethane,Bromoform,Chloroform,Chromium (hexavalent),Dibromochloromethane,Dichloroacetic acid,Nitrate,Nitrate and nitrite,Radium%2C combined (-226 & -228),Total trihalomethanes (TTHMs),Trichloroacetic acid,,,,,,,,,","1%2C4-Dioxane,Barium,Cyanide,Dibromoacetic acid,Fluoride,Haloacetic acids (HAA5),Molybdenum,Monobromoacetic acid,Monochloroacetic acid,Strontium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,White Bear,publish,usacitypage.php,"North America,United States of America,Minnesota",Is White Bear Tap Water Safe to Drink?,White Bear Township,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Minnesota Department of Health - Environmental Health Division%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,13680,https://www.ewg.org/tapwater/system.php?pws=MN1620025,7,15,2012-2017,Groundwater,"Bromodichloromethane,Chloroform,Dibromochloromethane,Dichloroacetic acid,Radium%2C combined (-226 & -228),Total trihalomethanes (TTHMs),Trichloroacetic acid,,,,,,,,,,,,,","Chromium (total),Cobalt,Fluoride,Haloacetic acids (HAA5),Molybdenum,Monochloroacetic acid,Strontium,Vanadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,White Bear Lake,publish,usacitypage.php,"North America,United States of America,Minnesota",Is White Bear Lake Tap Water Safe to Drink?,White Bear Lake,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Minnesota Department of Health - Environmental Health Division%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,24993,https://www.ewg.org/tapwater/system.php?pws=MN1620024,5,14,2012-2017,Groundwater,"Bromodichloromethane,Chloroform,Chromium (hexavalent),Dibromochloromethane,Total trihalomethanes (TTHMs),,,,,,,,,,,,,,,","Bromoform,Chromium (total),Fluoride,Haloacetic acids (HAA5),Molybdenum,Nitrate,Strontium,Trichloroacetic acid,Vanadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
7172,White Plains,publish,usacitypage.php,"North America,United States of America,New York",Is White Plains Tap Water Safe to Drink?,White Plains City,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the New York Department of Health - Bureau of Public Water Supply Protection%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,59353,https://www.ewg.org/tapwater/system.php?pws=NY5903464,7,17,2012-2017,Purchased surface water,"Bromodichloromethane,Chloroform,Chromium (hexavalent),Dichloroacetic acid,Radium%2C combined (-226 & -228),Total trihalomethanes (TTHMs),Trichloroacetic acid,,,,,,,,,,,,,","Barium,Chlorate,Chromium (total),Dibromochloromethane,Fluoride,Haloacetic acids (HAA5),Manganese,Nitrate,Nitrate and nitrite,Strontium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Westchester County,publish,usacitypage.php,"North America,United States of America,New York",Is White Plains Tap Water Safe to Drink?,Westchester County Water District #1,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the New York Department of Health - Bureau of Public Water Supply Protection%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in serious violation federal health-based drinking water standards.,340839,https://www.ewg.org/tapwater/system.php?pws=NY5903488,1,1,2012-2017,Surface water,"Radium%2C combined (-226 & -228),,,,,,,,,,,,,,,,,,,",",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,White Settlement,publish,usacitypage.php,"North America,United States of America,Texas",Is White Settlement Tap Water Safe to Drink?,City of White Settlement,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Texas Commission on Environmental Quality%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,17204,https://www.ewg.org/tapwater/system.php?pws=TX2200081,8,29,2012-2017,Purchased surface water,"Arsenic,Bromodichloromethane,Bromoform,Chloroform,Dibromochloromethane,Dichloroacetic acid,Radium%2C combined (-226 & -228),Total trihalomethanes (TTHMs),,,,,,,,,,,,","Aluminum,Antimony,Barium,Bromochloroacetic acid,Chlorate,Chromium (hexavalent),Chromium (total),Cyanide,Dibromoacetic acid,Fluoride,Haloacetic acids (HAA5),Manganese,Molybdenum,Monobromoacetic acid,Monochloroacetic acid,Nitrate,Nitrate and nitrite,Nitrite,Strontium,Trichloroacetic acid,Vanadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Whitefish Bay,publish,usacitypage.php,"North America,United States of America,Wisconsin",Is Whitefish Bay Tap Water Safe to Drink?,Whitefish Bay Waterworks,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Wisconsin Department of Natural Resources%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,14272,https://www.ewg.org/tapwater/system.php?pws=WI2410597,9,23,2012-2017,Purchased surface water,"Arsenic*,Bromodichloromethane,Chloroform,Chromium (hexavalent),Dibromochloromethane,Dichloroacetic acid,Nitrate and nitrite*,Total trihalomethanes (TTHMs),Trichloroacetic acid,,,,,,,,,,,","Antimony*,Barium*,Bromoform,Chlorate,Chromium (total),Dibromoacetic acid,Fluoride*,Haloacetic acids (HAA5),Molybdenum,Monobromoacetic acid,Monochloroacetic acid,Naphthalene,Strontium,Vanadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Whitehall,publish,usacitypage.php,"North America,United States of America,Pennsylvania",Is Whitehall Tap Water Safe to Drink?,Whitehall Twp Authority,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Pennsylvania Department of Environmental Protection%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,13063,https://www.ewg.org/tapwater/system.php?pws=PA3390081,3,18,2012-2017,Groundwater,"Chromium (hexavalent),Nitrate,Radium%2C combined (-226 & -228),,,,,,,,,,,,,,,,,","1%2C1-Dichloroethane,1%2C4-Dioxane,Barium,Chlorate,Chloroform,Chromium (total),cis-1%2C2-Dichloroethylene,Dibromochloromethane,Haloacetic acids (HAA5),Strontium,Total trihalomethanes (TTHMs),trans-1%2C2-Dichloroethylene,Trichloroethylene,Uranium,Vanadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Whitewater,publish,usacitypage.php,"North America,United States of America,Wisconsin",Is Whitewater Tap Water Safe to Drink?,Whitewater Waterworks,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Wisconsin Department of Natural Resources%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,14000,https://www.ewg.org/tapwater/system.php?pws=WI2650056,5,26,2012-2017,Groundwater,"Arsenic,Bromodichloromethane,Dibromochloromethane,Radium%2C combined (-226 & -228),Total trihalomethanes (TTHMs),,,,,,,,,,,,,,,","Barium,Bromoform,Chlorate,Chloroform,Chromium (total),Cobalt,Dibromoacetic acid,Dichloroacetic acid,Fluoride,Haloacetic acids (HAA5),Manganese,Molybdenum,Monobromoacetic acid,Nitrate,Nitrate and nitrite,p-Dichlorobenzene,Strontium,Toluene,Trichloroacetic acid,Uranium,Xylenes (total),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Whitman,publish,usacitypage.php,"North America,United States of America,Massachusetts",Is Whitman Tap Water Safe to Drink?,Whitman Water System,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Massachusetts Department of Environmental Protection%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,14574,https://www.ewg.org/tapwater/system.php?pws=MA4338000,10,20,2012-2017,Purchased surface water,"Arsenic*,Bromodichloromethane,Bromoform*,Chloroform,Chromium (hexavalent),Dibromochloromethane,Dichloroacetic acid,Tetrachloroethylene (perchloroethylene),Total trihalomethanes (TTHMs),Trichloroacetic acid,,,,,,,,,,","Barium*,Chlorate,Dibromoacetic acid*,Haloacetic acids (HAA5),Monobromoacetic acid*,Monochloroacetic acid,Nitrate*,Perchlorate*,Strontium,Thallium*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
